id;carmodel_id;opis;lokacija_opisa_id;vrednost
30;;;;
17;;;;
1;;;;
2;;;;
9;;;;
14;;;;
34;;;;
15;;;;
16;;;;
10;;;;
7;;;;
20;;;;
24;;;;
25;;;;
27;;;;
39;;;;
18;;;;
13;;;;
41;;;;
23;;;;
40;;;;
26;;;;
19;;;;
11;;;;
6;;;;
12;;;;
4;;;;
28;;;;
3;;;;
36;;;;
35;;;;
37;;;;
38;;;;
8;;;;
21;;;;
29;;;;
22;;;;
33;;;;
32;;;;
31;;;;
5;;;;
